ID,weekend_nights,week_nights,room_type,board_type,n_adults,n_less_12,n_more_12,booked_tour,n_requests,lead_time,purchase_type,n_p_cacellation,n_p_not_cacellation,repeated,price,date,is_canceled
INN05782,1,1,Room_Type 1,half board,2,0,0,0,0,82.0,Online,0,0,0,98.3,2/13/2018,True
INN28120,0,1,Room_Type 1,full board,2,0,0,0,0,63.0,Online,0,0,0,99.2,11/03/2018,True
INN01816,0,2,Room_Type 1,breakfast,2,0,0,0,1,308.0,Online,0,0,0,135.0,6/15/2018,True
INN14185,0,1,Room_Type 2,half board,1,0,0,0,1,20.0,Online,0,0,0,123.0,3/18/2018,False
INN18270,2,5,Room_Type 1,half board,2,0,0,0,0,214.0,Offline,0,0,0,92.25,8/18/2018,False
INN15528,0,1,Room_Type 1,half board,1,0,0,0,0,6.0,Corporate,0,0,0,85.0,9/22/2017,False
INN20382,1,2,Room_Type 1,half board,3,0,0,0,0,191.0,Online,0,0,0,163.7,08/05/2018,True
INN15445,2,3,Room_Type 1,half board,2,0,0,0,0,166.0,Online,0,0,0,124.55,08/04/2018,True
INN01557,0,2,Room_Type 1,,2,0,0,0,1,41.0,Online,0,0,0,86.53,10/06/2017,False
INN20146,0,4,Room_Type 1,half board,2,0,0,0,0,35.0,Offline,0,0,0,90.0,11/02/2018,False
INN01734,2,2,Room_Type 1,,2,0,0,0,1,14.0,Online,0,0,0,110.95,11/06/2017,False
INN20872,0,4,Room_Type 1,,2,0,0,0,1,8.0,,0,0,0,,12/28/2018,False
INN05837,2,2,Room_Type 1,half board,2,0,0,0,1,143.0,Online,0,0,0,134.3,08/12/2018,False
INN26518,2,2,Room_Type 4,half board,3,0,0,0,0,119.0,Online,0,0,0,150.05,6/26/2018,True
INN07487,0,3,Room_Type 1,,2,0,0,0,0,45.0,,0,0,0,125.0,10/13/2018,False
INN16809,1,1,Room_Type 1,half board,2,0,0,0,1,191.0,Offline,0,0,0,90.0,04/09/2018,False
INN08289,1,2,Room_Type 1,half board,2,0,0,0,0,249.0,Offline,0,0,0,181.67,12/30/2018,False
INN21659,1,1,Room_Type 1,full board,2,0,0,0,1,34.0,Online,0,0,0,108.0,12/03/2018,False
INN29081,1,2,Room_Type 1,half board,3,0,0,0,0,224.0,Offline,0,0,0,135.0,4/22/2018,True
INN02193,0,1,Room_Type 1,half board,1,0,0,0,0,0.0,Corporate,0,0,0,100.0,2/19/2018,False
INN30658,0,2,Room_Type 1,,2,0,0,0,1,318.0,Offline,0,0,0,135.0,6/24/2018,True
INN13355,1,2,Room_Type 4,,2,0,0,0,0,75.0,Online,0,0,0,126.2,04/01/2018,False
INN30846,0,2,Room_Type 4,half board,2,0,0,1,2,14.0,Corporate,0,0,0,85.0,11/04/2018,False
INN28966,1,2,Room_Type 5,,1,0,0,0,0,,,0,0,0,,10/10/2018,False
INN17696,1,1,Room_Type 1,full board,2,0,0,0,0,20.0,Online,0,0,0,104.0,03/05/2018,True
INN10589,1,4,Room_Type 6,half board,1,2,0,0,1,106.0,Online,0,0,0,207.85,5/16/2018,False
INN29142,0,2,Room_Type 1,half board,2,0,0,0,1,63.0,Online,0,0,0,98.3,2/19/2018,False
INN33146,0,2,Room_Type 5,half board,1,0,0,0,0,9.0,Corporate,0,0,0,106.0,02/05/2018,False
INN17716,1,1,Room_Type 1,half board,2,0,0,0,1,39.0,Complementary,0,0,0,20.0,12/17/2018,False
INN03785,0,1,Room_Type 1,half board,1,0,0,0,0,0.0,Offline,0,0,0,111.2,09/08/2017,False
INN34868,2,2,Room_Type 1,full board,2,0,0,0,0,195.0,Online,0,0,0,100.75,8/27/2018,True
INN00142,0,2,Room_Type 1,half board,2,0,0,0,0,294.0,Online,0,0,0,95.0,6/17/2018,True
INN23026,1,2,Room_Type 1,half board,2,1,0,0,1,16.0,Online,0,0,0,161.33,3/28/2018,False
INN20859,0,2,Room_Type 1,half board,2,0,1,0,0,89.0,Online,0,0,0,129.8,11/04/2018,True
INN24859,2,3,Room_Type 1,half board,2,0,1,0,0,9.0,Online,0,0,0,191.0,08/06/2018,True
INN23396,0,3,Room_Type 1,half board,2,0,0,0,1,71.0,Online,0,0,0,110.9,3/31/2018,False
INN22069,1,0,Room_Type 1,,2,0,0,0,0,15.0,Online,0,0,0,105.0,12/28/2017,False
INN25769,1,3,Room_Type 1,half board,2,0,0,0,1,12.0,Online,0,0,0,150.75,10/22/2017,False
INN31606,1,2,Room_Type 4,half board,3,0,0,1,2,207.0,Online,0,0,0,160.7,7/22/2018,True
INN20182,1,1,Room_Type 1,breakfast,1,0,0,0,0,297.0,Offline,0,0,0,113.0,06/06/2018,False
INN27727,0,3,Room_Type 6,half board,2,0,0,0,0,191.0,Online,0,0,0,218.9,5/26/2018,True
INN22197,1,0,Room_Type 2,half board,0,0,3,0,1,8.0,Online,0,0,0,124.25,12/13/2017,False
INN10368,2,2,Room_Type 1,half board,1,0,0,0,0,6.0,Online,0,0,0,171.94,11/06/2018,False
INN16055,2,3,Room_Type 1,half board,1,0,0,0,0,263.0,Offline,0,0,0,94.0,09/04/2017,False
INN21839,0,1,Room_Type 6,,2,2,0,0,0,6.0,,0,0,0,,08/03/2018,True
INN24722,0,2,Room_Type 1,half board,1,0,0,0,0,124.0,Offline,0,0,0,135.0,4/19/2018,True
INN25115,2,2,Room_Type 2,half board,2,0,0,0,0,56.0,Offline,0,0,0,94.8,3/18/2018,False
INN01114,1,3,Room_Type 1,,2,0,0,0,2,200.0,Online,0,0,0,109.25,10/12/2017,False
INN04050,2,3,Room_Type 1,half board,2,0,0,0,1,8.0,Online,0,0,0,111.44,4/22/2018,False
INN15946,0,3,Room_Type 6,,2,0,0,0,0,26.0,,0,0,0,181.33,9/16/2017,False
INN04124,2,1,Room_Type 1,half board,1,0,0,0,0,140.0,Offline,0,0,0,96.0,2/28/2018,False
INN29337,0,2,Room_Type 1,,1,0,0,0,2,4.0,Online,0,0,0,121.0,11/06/2017,False
INN19237,2,2,Room_Type 1,,1,0,0,0,1,71.0,Online,0,0,0,113.5,3/19/2018,False
INN33907,0,3,Room_Type 1,,2,0,0,0,0,34.0,,0,0,0,,12/31/2017,False
INN14556,0,3,Room_Type 1,half board,3,0,0,0,1,154.0,Offline,0,0,0,125.4,05/04/2018,False
INN14232,2,0,Room_Type 1,half board,1,0,0,0,0,0.0,Online,0,0,0,108.94,10/11/2017,False
INN03176,1,2,Room_Type 4,,2,0,0,0,0,90.0,Online,0,0,0,151.4,07/01/2018,True
INN19843,2,4,Room_Type 1,,1,0,0,0,0,83.0,,0,0,0,,06/12/2018,True
INN14350,0,1,Room_Type 4,half board,2,0,0,0,2,3.0,Online,0,0,0,205.0,08/11/2018,False
INN35513,1,3,Room_Type 4,,2,0,0,0,1,60.0,,0,0,0,142.0,10/31/2018,False
INN17431,2,4,Room_Type 1,half board,2,0,0,0,0,116.0,Online,0,0,0,119.45,4/27/2018,True
INN21629,0,3,Room_Type 5,,1,0,0,0,0,44.0,,0,0,0,130.8,6/29/2018,False
INN07295,0,3,Room_Type 1,half board,2,0,0,0,0,69.0,Online,0,0,0,137.9,06/08/2018,True
INN07392,1,3,Room_Type 1,half board,2,1,0,0,2,75.0,Online,0,0,0,121.15,3/28/2018,False
INN23952,2,5,Room_Type 1,,2,0,0,0,1,118.0,,0,0,0,,4/30/2018,False
INN23068,2,1,Room_Type 2,half board,0,1,1,0,1,99.0,Online,0,0,0,117.54,7/23/2018,False
INN28733,2,1,Room_Type 1,,2,0,0,0,0,30.0,,0,0,0,,07/09/2018,False
INN00090,0,3,Room_Type 5,half board,2,0,0,0,0,176.0,Offline,0,0,0,133.56,08/09/2018,False
INN26427,1,2,Room_Type 1,half board,2,0,0,0,1,69.0,Offline,0,0,0,110.67,06/10/2018,False
INN16215,2,3,Room_Type 1,half board,2,0,0,0,0,332.0,Offline,0,0,0,81.0,5/13/2018,True
INN28978,1,3,Room_Type 1,,2,0,0,0,1,48.0,,0,0,0,,10/05/2017,False
INN24597,1,1,Room_Type 1,full board,2,0,0,0,1,222.0,Online,0,0,0,114.5,7/23/2018,False
INN24196,2,5,Room_Type 1,half board,2,0,0,0,0,30.0,Online,0,0,0,92.93,12/04/2017,False
INN27864,1,3,Room_Type 1,,2,0,0,0,2,82.0,,0,0,0,,4/28/2018,False
INN30306,1,4,Room_Type 1,,2,1,0,0,1,264.0,,0,0,0,138.25,10/24/2018,True
INN11146,0,1,Room_Type 6,half board,2,1,1,1,3,45.0,Online,0,0,0,236.9,07/07/2018,False
INN13641,0,1,Room_Type 1,full board,2,0,0,0,1,0.0,Online,0,0,0,109.0,4/13/2018,False
INN35878,0,3,Room_Type 1,half board,2,0,0,0,0,48.0,Offline,0,0,0,138.0,12/31/2017,False
INN35141,0,5,Room_Type 1,half board,3,0,0,0,1,86.0,Online,0,0,0,132.58,12/29/2017,False
INN30907,0,3,Room_Type 1,half board,1,0,0,0,0,16.0,Corporate,0,4,1,85.0,6/14/2018,False
INN13628,2,5,Room_Type 1,half board,2,0,0,0,1,35.0,Online,0,0,0,101.54,02/06/2018,False
INN07165,0,2,Room_Type 1,,2,0,0,0,1,68.0,,0,0,0,,12/16/2018,False
INN33282,2,2,Room_Type 1,half board,1,0,0,0,1,9.0,Online,0,0,0,132.5,06/12/2018,False
INN04653,2,0,Room_Type 1,,2,0,0,0,1,2.0,Offline,1,0,1,125.0,09/11/2018,False
INN17959,1,2,Room_Type 1,half board,2,0,0,0,0,321.0,Offline,0,0,0,115.0,9/30/2018,True
INN29815,2,5,Room_Type 1,half board,2,0,0,0,0,142.0,Offline,0,0,0,119.28,09/03/2018,False
INN12645,1,2,Room_Type 1,half board,2,0,0,0,0,78.0,Online,0,0,0,131.0,10/19/2017,True
INN01642,0,3,Room_Type 1,,2,0,0,0,1,95.0,,0,0,0,,06/09/2018,False
INN18756,0,4,Room_Type 1,,2,0,1,0,1,,,0,0,0,,3/22/2018,False
INN22909,0,3,Room_Type 4,half board,2,0,0,0,0,4.0,Offline,0,0,0,105.0,10/15/2017,False
INN00187,1,3,Room_Type 1,half board,2,0,0,0,0,227.0,Offline,0,0,0,92.25,08/08/2018,False
INN13473,1,1,Room_Type 1,half board,2,0,0,0,0,4.0,Online,0,0,0,123.0,03/07/2018,False
INN16125,0,1,Room_Type 1,half board,2,0,0,0,0,56.0,Online,0,0,0,114.5,9/18/2017,False
INN04272,2,1,Room_Type 1,half board,1,0,0,0,0,36.0,Corporate,0,0,0,85.0,09/06/2017,False
INN11196,2,4,Room_Type 1,half board,2,1,0,0,2,45.0,Online,0,0,0,147.8,3/23/2018,False
INN01320,2,5,Room_Type 1,half board,2,0,0,0,2,136.0,Online,0,0,0,105.0,11/27/2018,True
INN24933,0,3,Room_Type 1,full board,2,0,0,0,2,15.0,Online,0,0,0,108.0,11/30/2018,False
INN05221,0,1,Room_Type 1,half board,1,0,0,0,0,64.0,Offline,0,0,0,140.0,10/14/2018,False
INN16583,1,4,Room_Type 1,half board,1,0,0,0,0,230.0,Online,0,0,0,106.75,7/25/2018,True
INN15644,2,1,Room_Type 2,,2,0,0,0,1,180.0,,0,0,0,,04/09/2018,False
INN26138,0,2,Room_Type 1,half board,1,0,0,0,1,32.0,Corporate,1,9,1,85.0,6/28/2018,False
INN18623,0,3,Room_Type 1,half board,1,0,0,0,0,200.0,Offline,0,0,0,130.0,11/01/2018,True
INN00455,0,1,Room_Type 1,,1,0,0,0,1,15.0,Offline,0,0,0,110.0,06/08/2018,False
INN02928,0,2,Room_Type 1,,2,0,0,0,0,14.0,Complementary,1,1,1,20.0,10/04/2018,False
INN06961,2,0,Room_Type 1,half board,2,0,0,0,2,252.0,Online,0,0,0,116.3,7/31/2018,False
INN34059,0,1,Room_Type 4,,2,0,0,0,1,4.0,,0,0,0,144.0,6/23/2018,False
INN07909,0,2,Room_Type 6,half board,2,1,1,0,2,174.0,Online,0,0,0,210.8,8/17/2018,False
INN15409,0,4,Room_Type 1,half board,2,0,0,0,1,3.0,Online,0,0,0,117.54,11/22/2018,False
INN22646,0,3,Room_Type 1,,3,0,0,0,1,,,0,0,0,,08/09/2018,False
INN26204,0,3,Room_Type 1,full board,1,0,0,0,0,30.0,Online,0,0,0,149.0,05/10/2018,False
INN33696,0,1,Room_Type 1,full board,1,0,0,1,0,4.0,Online,0,0,0,148.0,4/28/2018,False
INN25654,0,2,Room_Type 1,half board,1,0,0,0,0,197.0,Offline,0,0,0,120.0,10/02/2017,False
INN23577,1,2,Room_Type 1,,2,0,0,0,1,23.0,Online,0,0,0,113.0,2/19/2018,False
INN09499,0,4,Room_Type 1,half board,1,0,0,0,1,17.0,Offline,0,0,0,92.0,5/18/2018,False
INN14702,0,1,Room_Type 4,half board,1,0,0,0,0,3.0,Corporate,0,0,0,123.0,11/09/2018,False
INN34906,0,2,Room_Type 4,half board,2,0,0,0,1,14.0,Complementary,0,0,0,20.0,12/11/2017,False
INN29028,2,2,Room_Type 1,,2,0,0,0,1,161.0,,0,0,0,,4/17/2018,False
INN25774,1,3,Room_Type 1,half board,1,0,0,0,1,106.0,Online,0,0,0,187.4,11/07/2018,False
INN16229,1,2,Room_Type 4,half board,3,0,0,0,2,196.0,Online,0,0,0,142.4,12/26/2018,False
INN30143,0,1,Room_Type 1,half board,2,0,0,0,0,132.0,Offline,0,0,0,90.0,12/09/2017,False
INN15271,2,1,Room_Type 1,breakfast,1,0,0,0,0,147.0,Offline,0,0,0,106.0,3/27/2018,False
INN34544,0,1,Room_Type 1,half board,2,1,0,0,1,66.0,Online,0,0,0,172.1,9/15/2018,True
INN08904,2,2,Room_Type 4,half board,2,0,0,0,1,159.0,Online,0,0,0,133.05,5/13/2018,False
INN09840,1,1,Room_Type 7,half board,2,2,0,0,0,60.0,Online,0,0,0,280.9,07/04/2018,True
INN22928,0,2,Room_Type 1,half board,2,0,0,0,0,370.0,Offline,0,0,0,72.0,11/25/2018,True
INN14324,2,0,Room_Type 4,,2,0,1,0,0,8.0,,0,0,0,140.5,8/28/2018,False
INN28800,2,2,Room_Type 1,,2,0,0,0,1,54.0,,0,0,0,,02/06/2018,False
INN22912,2,3,Room_Type 4,,2,0,0,0,1,150.0,,0,0,0,137.0,8/21/2018,False
INN07827,0,2,Room_Type 1,half board,2,0,0,0,0,84.0,Offline,0,0,0,120.0,06/03/2018,False
INN35997,0,1,Room_Type 1,,1,0,0,0,0,66.0,Corporate,0,0,0,99.0,07/07/2018,False
INN10749,0,3,Room_Type 4,half board,2,0,0,0,1,27.0,Online,0,0,0,168.0,12/29/2018,False
INN17557,1,1,Room_Type 1,half board,2,0,0,0,1,96.0,Offline,0,0,0,95.0,12/05/2018,False
INN19872,1,2,Room_Type 1,,2,0,0,0,1,14.0,,0,0,0,,11/14/2018,False
INN13731,2,3,Room_Type 1,half board,2,0,0,0,0,56.0,Offline,0,0,0,106.5,5/19/2018,False
INN15006,1,2,Room_Type 4,half board,2,0,0,0,1,170.0,Online,0,0,0,134.3,5/23/2018,False
INN25606,0,4,Room_Type 1,,2,0,0,0,0,324.0,Offline,0,0,0,82.8,4/20/2018,True
INN10375,1,3,Room_Type 1,half board,2,0,1,0,0,60.0,Online,0,0,0,121.15,3/28/2018,True
INN03231,0,1,Room_Type 4,,3,0,0,0,0,54.0,Online,0,0,0,187.4,12/30/2018,True
INN00852,0,1,Room_Type 1,half board,1,0,0,0,0,23.0,Corporate,0,0,0,105.5,10/07/2017,False
INN07418,0,1,Room_Type 1,,1,0,0,0,0,58.0,Offline,0,0,0,100.0,09/11/2017,False
INN29979,1,1,Room_Type 1,half board,2,0,0,0,0,3.0,Offline,0,0,0,82.8,12/05/2017,False
INN35331,2,2,Room_Type 1,half board,2,0,0,0,1,143.0,Online,0,0,0,134.3,08/12/2018,False
INN03412,0,3,Room_Type 1,,2,0,1,0,1,27.0,Online,0,0,0,189.0,08/02/2018,False
INN35400,0,2,Room_Type 1,breakfast,2,0,0,0,0,123.0,Offline,0,0,0,121.5,10/16/2017,True
INN32048,0,3,Room_Type 1,,2,0,0,0,0,78.0,,0,0,0,,10/08/2017,False
INN14564,0,1,Room_Type 1,,2,0,0,0,0,18.0,Online,0,0,0,151.0,4/22/2018,True
INN04976,0,2,Room_Type 1,half board,2,0,0,0,1,57.0,Online,0,0,0,100.3,2/19/2018,False
INN03775,2,2,Room_Type 1,full board,2,0,0,0,0,86.0,Online,0,0,0,107.13,4/22/2018,True
INN33449,0,2,Room_Type 1,half board,1,0,0,0,0,226.0,Offline,0,0,0,150.0,6/15/2018,True
INN07254,0,3,Room_Type 1,half board,1,0,0,0,1,92.0,Online,0,0,0,131.3,4/28/2018,False
INN33715,0,2,Room_Type 1,,2,0,0,0,1,318.0,Offline,0,0,0,135.0,6/24/2018,True
INN33971,0,1,Room_Type 1,,2,0,0,0,1,118.0,Online,0,0,0,134.3,07/07/2018,False
INN08218,0,2,Room_Type 1,,1,0,0,0,0,8.0,,0,0,0,20.0,12/10/2017,False
INN14891,0,1,Room_Type 4,half board,1,0,0,0,1,28.0,Online,0,0,0,140.12,5/18/2018,False
INN23812,1,3,Room_Type 2,half board,2,0,0,0,1,57.0,Offline,0,0,0,92.36,10/19/2017,False
INN22719,1,1,Room_Type 1,half board,2,0,1,0,0,158.0,Offline,0,0,0,92.25,07/09/2018,False
INN30310,1,5,Room_Type 1,half board,2,0,0,0,0,419.0,Offline,0,0,0,143.33,10/04/2018,True
INN07632,1,0,Room_Type 4,,3,0,0,0,0,76.0,Online,0,0,0,157.7,7/17/2018,False
INN29472,0,2,Room_Type 1,,2,0,0,0,0,18.0,,0,0,0,,02/12/2018,False
INN00308,0,4,Room_Type 4,half board,2,0,0,0,0,114.0,Offline,0,0,0,80.5,12/29/2017,False
INN33596,1,2,Room_Type 4,half board,2,0,0,0,0,0.0,Offline,0,0,0,95.0,9/21/2017,False
INN28286,0,1,Room_Type 1,full board,2,0,0,0,2,21.0,Online,0,0,0,155.0,10/07/2018,False
INN30003,2,3,Room_Type 1,half board,2,0,0,0,1,142.0,Online,0,0,0,117.75,4/30/2018,False
INN13383,1,0,Room_Type 1,half board,2,0,0,0,0,59.0,Online,0,0,0,129.8,8/28/2018,False
INN02823,0,2,Room_Type 1,half board,2,0,0,0,0,36.0,Offline,0,0,0,160.0,06/02/2018,False
INN06074,1,2,Room_Type 1,half board,2,0,0,0,0,177.0,Online,0,0,0,109.25,10/16/2017,True
INN34751,0,0,Room_Type 4,,1,0,0,0,0,2.0,Complementary,0,0,0,20.0,10/22/2017,False
INN21630,2,5,Room_Type 4,half board,2,1,0,0,1,216.0,Online,0,0,0,149.7,08/03/2018,True
INN17658,0,3,Room_Type 1,half board,2,1,0,0,1,80.0,Online,0,0,0,155.0,10/06/2018,False
INN09865,0,4,Room_Type 6,half board,2,0,2,0,1,0.0,Online,0,0,0,215.0,09/08/2017,False
INN16540,0,1,Room_Type 1,full board,2,0,0,0,0,249.0,Online,0,0,0,118.1,10/04/2018,True
INN10439,0,3,Room_Type 4,,3,0,0,0,0,198.0,,0,0,0,158.9,8/30/2018,True
INN35352,0,3,Room_Type 1,half board,2,0,0,0,0,45.0,Offline,0,0,0,125.0,10/13/2018,False
INN30057,2,5,Room_Type 1,half board,2,0,0,0,0,9.0,Offline,0,0,0,91.7,03/07/2018,False
INN20247,1,0,Room_Type 1,full board,2,0,0,0,0,58.0,Online,0,0,0,100.1,3/28/2018,True
INN11483,0,3,Room_Type 1,,2,0,0,0,1,215.0,Offline,0,0,0,92.25,7/19/2018,False
INN12999,0,2,Room_Type 1,half board,2,0,0,0,0,41.0,Offline,0,0,0,102.8,10/13/2017,False
INN27711,1,0,Room_Type 1,half board,1,0,0,0,1,3.0,Online,0,0,0,96.0,01/04/2018,False
INN05707,1,1,Room_Type 4,,2,0,0,0,0,75.0,,0,0,0,,4/30/2018,True
INN34162,2,1,Room_Type 1,half board,2,0,0,0,0,44.0,Offline,0,0,0,105.5,5/21/2018,False
INN32689,2,3,Room_Type 1,,2,0,0,0,1,146.0,Online,0,0,0,108.4,12/24/2018,False
INN33374,2,1,Room_Type 1,half board,1,0,0,0,0,2.0,Offline,0,0,0,80.0,2/28/2018,True
INN30882,1,0,Room_Type 1,,2,0,0,0,0,0.0,Online,0,0,0,126.0,12/28/2017,False
INN16413,0,2,Room_Type 4,half board,2,0,0,1,0,155.0,Online,0,0,0,129.8,8/25/2018,False
INN19425,0,1,Room_Type 1,half board,2,0,0,0,0,126.0,Offline,0,0,0,95.0,04/06/2018,True
INN35822,0,4,Room_Type 1,half board,2,0,0,0,2,23.0,Online,0,0,0,122.79,12/06/2018,False
INN00075,2,3,Room_Type 4,,2,0,0,0,0,41.0,,0,0,0,,10/25/2017,False
INN24550,0,2,Room_Type 4,half board,2,0,1,1,1,132.0,Online,0,0,0,162.2,8/23/2018,False
INN03350,2,5,Room_Type 4,half board,2,0,0,0,0,12.0,Online,0,0,0,148.86,4/16/2018,True
INN11332,1,1,Room_Type 5,,2,0,0,0,0,34.0,Online,0,0,0,191.87,10/08/2018,False
INN21173,1,2,Room_Type 1,,2,0,0,0,0,366.0,,0,0,0,109.0,11/04/2018,True
INN06157,0,1,Room_Type 1,half board,1,0,0,0,0,0.0,Online,0,0,0,121.0,11/03/2017,False
INN19301,2,2,Room_Type 6,,2,2,0,0,1,150.0,Online,0,0,0,230.6,09/02/2018,True
INN09270,0,1,Room_Type 1,,1,0,0,0,0,,,0,0,0,,1/29/2018,False
INN12837,1,2,Room_Type 1,,2,0,0,0,4,30.0,,0,0,0,,9/16/2018,False
INN06701,2,3,Room_Type 4,half board,1,0,0,0,0,44.0,Corporate,0,0,0,130.0,09/11/2018,False
INN10342,2,2,Room_Type 1,half board,2,0,0,0,0,116.0,Online,0,0,0,108.83,04/08/2018,False
INN30464,0,2,Room_Type 1,full board,2,0,0,0,2,84.0,Online,0,0,0,117.2,10/18/2018,False
INN22284,0,2,Room_Type 1,breakfast,2,0,0,0,0,328.0,Offline,0,0,0,129.0,7/17/2017,True
INN01606,2,8,Room_Type 1,full board,2,0,0,0,0,96.0,Online,0,0,0,93.1,3/30/2018,True
INN14942,0,2,Room_Type 1,breakfast,2,0,0,0,0,89.0,Offline,0,0,0,129.0,9/18/2017,False
INN34702,0,2,Room_Type 1,,2,0,0,0,0,104.0,Offline,0,0,0,125.0,9/24/2017,False
INN35149,0,1,Room_Type 1,half board,2,0,0,0,0,39.0,Online,0,0,0,98.3,1/16/2018,True
INN05364,2,1,Room_Type 4,half board,3,0,0,0,3,35.0,Online,0,0,0,170.17,8/28/2018,False
INN23742,0,3,Room_Type 1,full board,2,0,0,0,1,153.0,Online,0,0,0,105.5,6/29/2018,False
INN05197,1,2,Room_Type 1,half board,2,0,0,0,0,348.0,Online,0,0,0,92.0,6/17/2018,True
INN23466,0,3,Room_Type 1,half board,2,0,0,0,0,2.0,Offline,0,0,0,115.0,05/10/2018,False
INN29439,2,2,Room_Type 1,half board,2,0,0,0,1,339.0,Online,0,0,0,108.83,10/29/2018,False
INN33175,0,1,Room_Type 1,,1,0,0,0,0,,,0,0,0,,2/13/2018,False
INN08686,0,1,Room_Type 1,half board,1,0,0,0,0,5.0,Online,0,0,0,106.0,02/09/2018,False
INN04290,0,4,Room_Type 4,half board,2,0,0,0,1,111.0,Online,0,0,0,109.25,7/15/2017,False
INN19120,0,2,Room_Type 1,full board,2,0,0,0,0,118.0,Online,0,0,0,100.1,10/26/2018,True
INN30928,0,3,Room_Type 1,half board,2,0,0,0,0,231.0,Offline,0,0,0,120.0,8/25/2018,False
INN34044,0,3,Room_Type 1,half board,1,0,0,0,1,48.0,Online,0,0,0,114.5,6/21/2018,False
INN15305,1,2,Room_Type 1,half board,2,0,0,0,1,251.0,Online,0,0,0,101.77,4/25/2018,False
INN33225,2,3,Room_Type 4,,2,0,0,0,1,129.0,Online,0,0,0,152.6,5/26/2018,False
INN14178,2,6,Room_Type 1,half board,2,0,0,0,0,5.0,Online,0,0,0,152.13,09/08/2017,True
INN22741,1,2,Room_Type 4,half board,2,0,0,0,1,280.0,Online,0,0,0,158.13,09/05/2018,True
INN16520,2,3,Room_Type 1,half board,2,0,0,0,0,77.0,Offline,0,0,0,66.4,03/12/2018,False
INN34157,2,2,Room_Type 1,half board,2,0,0,0,1,213.0,Offline,0,0,0,94.5,08/05/2018,False
INN07779,0,2,Room_Type 6,half board,2,2,0,0,0,252.0,Offline,0,0,0,166.0,7/27/2018,True
INN02343,2,1,Room_Type 1,,2,0,0,1,1,216.0,Online,0,0,0,155.9,09/03/2018,True
INN00821,2,1,Room_Type 1,,1,0,0,0,0,140.0,Offline,0,0,0,96.0,2/28/2018,False
INN33377,0,1,Room_Type 1,half board,2,0,0,0,1,51.0,Online,0,0,0,100.3,1/16/2018,False
INN30727,2,2,Room_Type 1,half board,1,0,0,0,2,123.0,Online,0,0,0,109.25,05/01/2018,False
INN00038,0,1,Room_Type 1,,2,0,0,0,0,347.0,Offline,0,0,0,87.0,10/17/2017,False
INN09040,0,2,Room_Type 4,half board,2,0,0,0,2,122.0,Online,0,0,0,164.45,11/11/2018,False
INN03880,2,2,Room_Type 1,half board,2,0,0,0,0,42.0,Online,0,0,0,131.83,8/28/2018,True
INN08745,2,1,Room_Type 4,,2,0,0,0,0,98.0,,0,0,0,,10/02/2018,False
INN01348,0,3,Room_Type 4,half board,2,0,0,0,2,156.0,Online,0,0,0,159.5,9/29/2018,False
INN11595,1,5,Room_Type 1,,2,0,0,0,1,92.0,,0,0,0,,3/21/2018,False
INN18219,2,2,Room_Type 2,half board,0,1,1,0,2,41.0,Online,0,0,0,99.8,3/25/2018,False
INN16239,0,2,Room_Type 1,,1,0,0,0,0,164.0,,0,0,0,110.9,8/26/2018,False
INN35203,0,2,Room_Type 1,half board,2,0,0,0,1,4.0,Online,0,0,0,126.0,8/20/2017,False
INN22276,2,4,Room_Type 1,full board,2,0,0,0,1,52.0,Online,0,0,0,114.8,11/30/2018,False
INN18860,1,1,Room_Type 4,half board,2,0,0,0,0,86.0,Offline,0,0,0,130.5,10/22/2018,False
INN20611,1,1,Room_Type 4,half board,3,0,0,0,0,46.0,Offline,0,0,0,142.4,6/18/2018,False
INN15133,0,3,Room_Type 1,half board,2,0,0,0,0,86.0,Offline,0,0,0,110.0,05/10/2018,False
INN13968,1,4,Room_Type 1,,1,0,0,0,2,16.0,,0,0,0,,8/31/2017,False
INN09842,0,2,Room_Type 1,half board,1,0,0,0,0,226.0,Offline,0,0,0,150.0,6/15/2018,True
INN09159,0,1,Room_Type 1,,1,0,0,0,1,3.0,,0,0,0,,1/30/2018,False
INN20857,0,2,Room_Type 1,,2,0,0,0,0,161.0,,0,0,0,,4/29/2018,False
INN05876,0,1,Room_Type 1,full board,3,0,0,0,1,0.0,Online,0,1,1,155.0,3/26/2018,False
INN06685,0,1,Room_Type 4,,1,0,0,0,1,32.0,,0,0,0,,5/18/2018,False
INN14834,0,2,Room_Type 1,half board,1,0,0,0,0,226.0,Offline,0,0,0,150.0,6/15/2018,True
INN18987,0,2,Room_Type 1,,2,0,1,0,2,215.0,,0,0,0,,7/27/2018,True
INN27425,0,3,Room_Type 1,half board,2,0,0,0,0,220.0,Offline,0,0,0,130.0,09/08/2018,True
INN07345,2,6,Room_Type 4,half board,2,0,0,0,1,257.0,Online,0,0,0,120.51,8/18/2018,False
INN10550,1,5,Room_Type 1,half board,1,0,0,0,2,27.0,Online,0,0,0,115.0,09/01/2017,False
INN30040,2,3,Room_Type 1,,2,0,0,0,0,231.0,,0,0,0,,9/25/2017,True
INN15931,0,3,Room_Type 1,half board,2,0,0,0,0,147.0,Online,0,0,0,88.0,12/08/2018,False
INN14283,1,1,Room_Type 1,,2,0,0,0,0,47.0,,0,0,0,,2/27/2018,False
